"id.line","h1","h2","verse","word"
397,"4-bet","bet  ",28,"bet wins shorten your plan, and the distance to your goal. losses should guide revisions to your chud."
398,"4-bet","bet  ",29,"to bet, name:"
399,"4-bet","bet  ",29.1,"a step in your plan,"
400,"4-bet","bet  ",29.2,"a deadline to achieve it, and"
401,"4-bet","bet  ",29.3,"the c.h.u.d. for that duration."
402,"4-bet","bet  ",30,"blitz to revise and win, and log your actions."
403,"4-bet","bet  ",31,"when the deadline arrives, take stock."
404,"4-bet","bet  ",31.1,"compare your action log to your plan."
405,"4-bet","bet  ",31.2,"identify chud factors that best explain discrepancies."
406,"4-bet","bet  ",31.3,"revise plan, updated with chud factor predictions."
407,"4-bet","bet  ",31.4,"(record time to do the next bet or goal, revise, etc.)"
408,"4-bet","bet  ",31.5,"start the next bet or goal."
409,"4-bet","after",31,"after"
410,"4-bet","after",32,"the next morning you woke to a field in disarray and a letter. you had"
411,"4-bet","after",32,"worked harder than you planned, and still fell short of your goal."
412,"4-bet","after",33,"""if you did more than you would have without the bet, you won"
413,"4-bet","after",33,"something, including evidence that there is some commitment in you"
414,"4-bet","after",33,"to make your dreams come true."""
415,"4-bet","after",34,"the biggest reward is not positive: accept you failed,"
416,"4-bet","after",35,"and partly due to a miscalculation."
417,"4-bet","after",36,"therefore, likely other parts of your plan are misguided, and your"
418,"4-bet","after",36,"goal is further than you estimate."
419,"4-bet","after",37,"if you disagree, let's bet again. first, take a minute to learn from your"
420,"4-bet","after",37,"planning mistake."
421,"4-bet","c.h.u.d. ",37,"c.h.u.d."
422,"4-bet","c.h.u.d. ",38,"even if you make a plan and bet on it, you can fail."
423,"4-bet","c.h.u.d. ",39,"why don't we achieve our goals?"
424,"4-bet","c.h.u.d. ",40,"here are the four critical aspects of success,"
425,"4-bet","c.h.u.d. ",41,"and, by extension, clues for why we fail."
426,"4-bet","c.h.u.d. ",42,"chud encompasses the changes in you, the world, and your goal for"
427,"4-bet","c.h.u.d. ",42,"you to achieve it."
428,"4-bet","cost ",42,"cost"
429,"4-bet","cost ",43,"costs ([c2.51][self]) and habits are knowable facts."
430,"4-bet","cost ",44,"observers could independently note and agree on your costs and habits."
431,"4-bet","cost ",45,"costs are the unadjusted record of transactions in your life."
432,"4-bet","cost ",46,"referring to cost is referring to typical transactions for a goal."
433,"4-bet","cost ",47,"for example, a relationship with an alcoholic poses a risk of violence."
434,"4-bet","habit",47,"habit"
435,"4-bet","habit",48,"the unadjusted, plain record of everything you have physically done, is your habit."
436,"4-bet","habit",49,"referring to habit is referring to patterns of behavior."
437,"4-bet","habit",50,"for example, i eat every morning before 9 am."
438,"4-bet","habit",50.1,"habits are your most likely and reliable food or cake actions."
439,"4-bet","habit",50.2,"bad habits are forces working against your goals."
440,"4-bet","habit",50.3,"good habits are aligned with goals."
441,"4-bet","unknown",50,"unknown"
442,"4-bet","unknown",51,"unknowns and doubts are the gap between your real and perceived costs and habits."
443,"4-bet","unknown",52,"if you have not arrived at the goal, there are unknowns."
444,"4-bet","unknown",53,"unknowns are all that are fully out of your control (analogous to statistical 'error')."
445,"4-bet","unknown",54,"for example, a train might stop you from arriving on time."
446,"4-bet","unknown",55,"unknowns are reduced by estimating causes of failure."
447,"4-bet","unknown",56,"for example:"
448,"4-bet","unknown",56.1,"i will die, but not know how or when. the cause is unknown."
449,"4-bet","unknown",56.2,"i will die due to a natural disaster or cancer. the cause is named, and the unknown is pushed to those things' underlying causes."
450,"4-bet","doubt ",56,"doubt"
451,"4-bet","doubt ",57,"doubts are misperceptions caused or perpetuated by your habit."
452,"4-bet","doubt ",58,"like costs, doubts are the patterns of unknown."
453,"4-bet","doubt ",59,"doubt is any systematic error that is possible to be addressed by another human of equal ability and resources."
454,"4-bet","doubt ",60,"for example, ""self-fulfilled prophesies"", irrational fear or anxiety."
455,"4-bet","doubt ",61,"good doubts temper an optimistic plan."
456,"4-bet","doubt ",62,"otherwise (bad) doubts:"
457,"4-bet","doubt ",62.1,"fuel bad habits and fantasies."
458,"4-bet","doubt ",62.2,"like fear, anxiety, and jealousy, reflect overestimations."
459,"4-bet","doubt ",62,"like narrow-mindedness, reflect underestimations."
460,"4-bet","doubt ",62,"like distraction and boredom can be:"
461,"4-bet","doubt ",62.1,"anxiety about your future."
462,"4-bet","doubt ",62.2,"discomfort toward present reality."
463,"4-bet","doubt ",62.3,"distrust in your past."
464,"4-bet","doubt ",63,"most of these issues, if deep enough, require therapy."
465,"4-bet","doubt ",64,"or the [intellectual bootcamp]."
466,"5-ed",NA,NA,"---"
467,"5-ed",NA,NA,"output:"
468,"5-ed",NA,NA,"word_document: default"
469,"5-ed",NA,NA,"pdf_document: default"
470,"5-ed",NA,NA,"html_document: default"
471,"5-ed",NA,NA,"editor_options:"
472,"5-ed",NA,NA,"markdown:"
473,"5-ed",NA,NA,"wrap: 72"
474,"5-ed",NA,NA,"---"
475,"5-ed",NA,NA,"# the i.b.c. {.unnumbered}"
476,"5-ed",NA,NA,"# education"
477,"5-ed","the classroom",NA,"the classroom"
478,"5-ed","the classroom",1,"a classroom is a special case of market and work; the direct and"
479,"5-ed","the classroom",1,"shared exchange of mental work, for the purpose of improving"
480,"5-ed","the classroom",1,"individual pris."
481,"5-ed","the classroom",2,"no one chose to be born. everyone begins life with their own unnamed"
482,"5-ed","the classroom",2,"and unanswered problems."
483,"5-ed","the classroom",3,"books are an author's answers; they can only tell a student what the"
484,"5-ed","the classroom",3,"answer is not (quite)."
485,"5-ed","the classroom",4,"instead of teaching how to read between the lines, let the student"
486,"5-ed","the classroom",4,"define the problem through their reality and life goals."
487,"5-ed","the classroom",5,"let them write the plan and teach them only what is needed to"
488,"5-ed","the classroom",5,"succeed."
489,"5-ed","the classroom",6,"imagine a perfect course exists, designed to teach you to fulfill"
490,"5-ed","the classroom",6,"your specific ambitions."
491,"5-ed","the classroom",7,"every aspect of what you need to know, that is known and"
492,"5-ed","the classroom",7,"communicable, is the only thing written."
493,"5-ed","the classroom",8,"everything that cannot be known but must be discovered or practiced,"
494,"5-ed","the classroom",8,"is laid out as a set of instructions, described in the words that"
495,"5-ed","the classroom",8,"maximize the learning opportunity, and your progress."
496,"5-ed","the classroom",9,"rather than a course in a classroom, the perfect class is a manual"
497,"5-ed","the classroom",9,"to reference as you live your life, or at least until you've"
498,"5-ed","the classroom",9,"internalized its contents:"
499,"5-ed","the classroom",10,"when to take a break to strategize your decisions, lessons on what"
500,"5-ed","the classroom",10,"opportunities to watch for and resist, and so on."
501,"5-ed","the classroom",11,"any social role you wish to take on, artist, engineer, therapist,"
502,"5-ed","the classroom",11,"insurance salesperson, reliable partner, is customized intimately,"
503,"5-ed","the classroom",11,"curated perfectly for what you need."
504,"5-ed","the classroom",12,"any rltp or interpersonal skill that is realistically possible for"
505,"5-ed","the classroom",12,"you is preceded with the guidance and education that prepares you"
506,"5-ed","the classroom",12,"emotionally to choose the right experiences that set you up to be"
507,"5-ed","the classroom",12,"most likely to find and make the most of opportunities to share"
508,"5-ed","the classroom",12,"yourself with another."
509,"5-ed","prompt",12,"prompt"
510,"5-ed","prompt",13,"is there a better version of you?"
511,"5-ed","prompt",14,"are you capable of moving toward it?"
512,"5-ed","prompt",15,"are you ready?"
513,"5-ed","prompt",16,"if your answers are yes, then you are a student. to live a better"
514,"5-ed","prompt",16,"life, you will commit to change your actions."
515,"5-ed","prompt",17,"first, you will learn what changes are needed."
516,"5-ed","admissions",17,"admissions"
517,"5-ed","admissions",18,"this is a boot camp whose purpose is"
518,"5-ed","admissions",18.1,"to train adults to think harder, clearer and more effectively."
519,"5-ed","admissions",18.2,"to produce intelligent solutions for personal and social"
520,"5-ed","admissions",18,"puzzles."
521,"5-ed","admissions",18.3,"to have a higher cognitive discipline."
522,"5-ed","admissions",18.4,"to instill shared cake about reason, thinking and discourse."
523,"5-ed","admissions",18.5,"to empower."
524,"5-ed","admissions",19,"it is a training program designed to break down bad habits of"
525,"5-ed","admissions",19,"thought, and build good ones while immersed here, a culture of"
526,"5-ed","admissions",19,"rational thinking isolated from the outside world."
527,"5-ed","challenge",19,"challenge"
528,"5-ed","challenge",20,"here you will relentlessly confront your ideas about the world, with"
529,"5-ed","challenge",20,"instructors drilling intellectual skills (writing essays, arguing"
530,"5-ed","challenge",20,"for ideas, and developing proposals for action)."
531,"5-ed","challenge",21,"you will be trained to move toward your goals with focus, even in"
532,"5-ed","challenge",21,"the face of perceptual, physical, or emotional distractions."
533,"5-ed","challenge",22,"over time, students could expect to cultivate a sharper focus on"
534,"5-ed","challenge",22,"cognitive objectives, resilience to distractions and challenges."
535,"5-ed","challenge",23,"if you graduate, it will be with the ability to identify, develop,"
536,"5-ed","challenge",23,"and communicate ideal critical, rational arguments, positions or"
537,"5-ed","challenge",23,"plans (orally or written) given the available knowledge, finite"
538,"5-ed","challenge",23,"time, and resources at hand (reference material, teamwork)."
539,"5-ed","challenge",24,"you will also learn a code of behavior for being a community leader,"
540,"5-ed","challenge",25,"collaborating or competing with an irrational world."
541,"5-ed","challenge",26,"the central requirement for applicants will be a commitment to"
542,"5-ed","challenge",26,"better understand the self and world."
543,"5-ed","student",26,"student"
544,"5-ed","student",27,"students are ppl with ideas from experience toward selfish goals."
545,"5-ed","student",28,"lessons depend on students' prior knowledge."
546,"5-ed","student",29,"a student"
547,"5-ed","student",29.1,"has a goal that can be better named and planned."
548,"5-ed","student",29.2,"requires time away from betting."
549,"5-ed","student",29.3,"admits not knowing but capable."
550,"5-ed","student",30,"students learn to represent their knowledge in words; to prefer"
551,"5-ed","student",30,"better, alternative words. a student sees the impersonal as more"
552,"5-ed","student",30,"reliable both for selfish goals and social ones."
553,"5-ed","student",31,"a bad student studies to avoid action, or for its own sake."
554,"5-ed","student",32,"a student writes ideas and goals to their instructor."
555,"5-ed","student",33,"your goal is clear. you want:"
556,"5-ed","student",33.1,"the strength needed to take the right steps and make a habit of"
557,"5-ed","student",33,"it,"
558,"5-ed","student",33.2,"keen eyes to estimate the destination and correct course, and"
559,"5-ed","student",33.3,"a focused mind to steady the foot."
560,"5-ed","consent",33,"consent"
561,"5-ed","consent",34,"this is an in-person immersive experience."
562,"5-ed","consent",35,"you only really learn what you need to know to be who you really"
563,"5-ed","consent",35,"want. you won't learn unless you cannot escape needing it; in a"
564,"5-ed","consent",35,"dedicated environment that fosters acquisition, minimizes"
565,"5-ed","consent",35,"interference."
566,"5-ed","consent",36,"whether you're here for the 7- or 30-day experience, you will work"
567,"5-ed","consent",36,"hard every minute."
568,"5-ed","consent",37,"for every minute of lesson on my time, students are to provide two"
569,"5-ed","consent",37,"minutes of writing, either toward others' learning or in direct"
570,"5-ed","consent",37,"application toward their goal."
571,"5-ed","course",37,"course"
572,"5-ed","course",38,"dedicate to identity growth. be:"
573,"5-ed","course",38.1,"quiet, except when tasks require verbal response."
574,"5-ed","course",38.2,"receptive to work and feedback provided by the instructor."
575,"5-ed","course",38.3,"committed to producing genuinely inspired ideas, working"
576,"5-ed","course",38,"quickly, and seeking improvement."
577,"5-ed","course",38.4,"respectful that all are equal in voice, and aim to describe"
578,"5-ed","course",38,"solutions with collective cake."
579,"5-ed","course",38.5,"receptive and responsive to prompts and observations (from peers"
580,"5-ed","course",38,"and/or instructors) especially chud, vague language, and"
581,"5-ed","course",38,"cognitive bias."
582,"5-ed","course",38.6,"motivated to describe solutions that benefit others, when"
583,"5-ed","course",38,"possible, including peer-review."
584,"5-ed","course",39,"learn:"
585,"5-ed","course",39.1,"precisely and only what is needed to trust a clear picture of"
586,"5-ed","course",39,"what your life is."
587,"5-ed","course",39.2,"first, how to make a plan, a map of who you are, and who you"
588,"5-ed","course",39,"want to be;"
589,"5-ed","course",39.3,"repeat part one of this book, until your plan is good enough to"
590,"5-ed","course",39,"be wrong, and truthful enough to hurt."
591,"5-ed","course",40,"this will be the beginning of change, and the first test of your"
592,"5-ed","course",40,"commitment."
593,"5-ed","course",41,"your performance is evaluated simply: whether or not you"
594,"5-ed","course",42,"end up eating, sleeping, thinking, talking, and acting differently."
595,"5-ed","think",42,"think"
596,"5-ed","think",43,"think, student."
597,"5-ed","think",44,"do not take notes, simply pay attention."
598,"5-ed","think",45,"everything i say is meant plainly."
599,"5-ed","think",46,"if you get confused, forget it, and pay attention to right now."
600,"5-ed","think",47,"our goal here is thinking. thinking happens in your heads."
601,"5-ed","think",48,"right now your job is to think about the truth you see in what i"
602,"5-ed","think",48,"say."
603,"5-ed","think",49,"a student has two roles to think in: reader and writer."
604,"5-ed","read",49,"read"
605,"5-ed","read",50,"read, student."
606,"5-ed","read",51,"a reader is a listener and observer."
607,"5-ed","read",52,"reading is the same as listening to an instructor,"
608,"5-ed","read",53,"except that the speaking pace doesn't determine how fast you have to"
609,"5-ed","read",53,"think, or remind you to"
610,"5-ed","read",54,"pay attention!"
611,"5-ed","read",54.1,"your attention cannot be trusted on its own,"
612,"5-ed","read",54.2,"so lose distractions"
613,"5-ed","read",54.3,"like your smart phone."
614,"5-ed","read",54.4,"you will befriend the simplest scientific instrument, a clock."
615,"5-ed","read",54.5,"the clock is a cue to think."
616,"5-ed","read",54.6,"when it goes off, get back on task."
617,"5-ed","read",54.7,"the clock will babysit your unreliable attention."
618,"5-ed","truth",54,"truth"
619,"5-ed","truth",55,"your goal in reading is to isolate the truth from the lie."
620,"5-ed","truth",55.1,"try reading this sentence:"
621,"5-ed","truth",55.2,"""everyone is best off running weekly until they die."""
622,"5-ed","truth",55.3,"you're thinking, ""this can't be true for everyone, so it's a"
623,"5-ed","truth",55,"lie."""
624,"5-ed","truth",55.4,"not so fast."
625,"5-ed","truth",55.5,"there are many components to this idea, and likely many that you"
626,"5-ed","truth",55,"believe are truthful."
627,"5-ed","truth",55.6,"often a lie becomes true just by changing the pronouns in the"
628,"5-ed","truth",55,"text."
629,"5-ed","truth",55.7,"consider this revision: ""i am best off running weekly until i"
630,"5-ed","truth",55,"die."""
631,"5-ed","truth",55.8,"perhaps now the words are more truthful to you."
632,"5-ed","truth",56,"doing this makes a clear relationship between your belief and the"
633,"5-ed","truth",56,"author's."
634,"5-ed","truth",57,"becoming smart is the discipline of understanding how you relate to"
635,"5-ed","truth",57,"others."
636,"5-ed","truth",58,"when reading, dismiss only what you fully believe is an intentional"
637,"5-ed","truth",58,"lie."
638,"5-ed","truth",59,"more generally, read to assess your bet on the words reflecting"
639,"5-ed","truth",59,"truth."
640,"5-ed","truth",60,"whether to a single word, a line, chapter, or book."
641,"5-ed","truth",61,"assign weights (0 to 9) to what you read, to complete this prompt:"
642,"5-ed","truth",62,"i bet this is true for:"
643,"5-ed","truth",62.1,"0 = not even the author."
644,"5-ed","truth",62.2,"1 = only the author."
645,"5-ed","truth",62.3,"2 = the author, me, and a few others."
646,"5-ed","truth",62.4,"3 = us and 30% of everyone else."
647,"5-ed","truth",62.5,"9 = us and about 90% of everyone else."
648,"5-ed","truth",63,"for every assertion and assumption you read, begin assuming it is a"
649,"5-ed","truth",63,"""9"", working backwards according to evidence you hold."
650,"5-ed","lesson",63,"lesson"
651,"5-ed","lesson",64,"the following mini lesson illustrates the risk at hand--involuntary"
652,"5-ed","lesson",64,"comprehension, and the benefit at stake from deliberate reading."
653,"5-ed","lesson",65,"consider the following quote, ""change your thoughts to change your"
654,"5-ed","lesson",65,"life."""
655,"5-ed","lesson",66,"comprehension is involuntary."
656,"5-ed","lesson",66.1,"you cannot help but recognize meaning when you read."
657,"5-ed","lesson",66.2,"this means that you likely thought the quote was largely"
658,"5-ed","lesson",66,"unrealistic."
659,"5-ed","lesson",67,"reading as proposed here, is strongly voluntary."
660,"5-ed","lesson",68,"for example, reread the quote, this time assuming it is reasonable,"
661,"5-ed","lesson",68,"serious, and valuable."
662,"5-ed","lesson",69,"the statement is the core assumption to this book, and any"
663,"5-ed","lesson",69,"psychological theory."
664,"5-ed","lesson",70,"for example, freud's talk therapy was, in his time, the radical idea"
665,"5-ed","lesson",70,"that words could fix ppl."
666,"5-ed","lesson",71,"therefore, do not waste the opportunity to consider a truth that"
667,"5-ed","lesson",71,"could change your life by failing to entertain a simple assumption."
668,"5-ed","say ",71,"say"
669,"5-ed","say ",72,"how will your life look if you put it on paper? like a bunch of"
670,"5-ed","say ",72,"words."
671,"5-ed","say ",73,"how do you change it? by deleting the words with lies, and replacing"
672,"5-ed","say ",73,"them with better words."
673,"5-ed","say ",74,"the right words will change your actions and your life. to live a"
674,"5-ed","say ",74,"better life, starts with your words."
675,"5-ed","say ",75,"in order to do something about thoughts, we need to think on paper."
676,"5-ed","say ",75,"[you'll write a lot. you'll delete a lot. you'll get good at"
677,"5-ed","say ",75,"writing.]"
678,"5-ed","write ",75,"write"
679,"5-ed","write ",76,"bet on words. a writer invests time and energy to map feelings onto"
680,"5-ed","write ",76,"words."
681,"5-ed","write ",77,"good writing is discovering, curating, and applying insight. bad"
682,"5-ed","write ",77,"writing has an author; ad hominem."
683,"5-ed","write ",78,"revisions also make you a writer. when you revise words (yours or"
684,"5-ed","write ",78,"others') to maximize your bet, you are a writer."
685,"5-ed","write ",79,"separate thought and self (author), by betting explicitly."
686,"5-ed","write ",80,"state your assumptions, do not justify them. -is-style-bad"
687,"5-ed","write ",81,"replace ""i am."" with tag words."
688,"5-ed","write ",82,"strive for comm-content and brevity; write only valuable bets, or"
689,"5-ed","write ",82,"words that manifest valuable bets. prioritize understanding over"
690,"5-ed","write ",82,"original writing."
691,"5-ed","write ",83,"writing for lib-ppl, relatable, depersonalized, objective words,"
692,"5-ed","write ",83,"minimizes rot, maximizes plan utility."
693,"5-ed","instructor",83,"instructor"
694,"5-ed","instructor",84,"i am an instructor, a guardian of true ideas and writer of a general"
695,"5-ed","instructor",84,"plan (this book)."
696,"5-ed","instructor",85,"an instructor reads, and enforces bets on links toward a plan."
697,"5-ed","instructor",86,"my goals are to"
698,"5-ed","instructor",86.1,"minimize student effort and time to write."
699,"5-ed","instructor",86.2,"read for cognitive biases, illogical appeals, and imprecise"
700,"5-ed","instructor",86,"language, and write feedback that is dispassionate and neutral,"
701,"5-ed","instructor",86,"yet invested and true."
702,"5-ed","instructor",86.3,"reward arguments based on (truth:) reality, self, and cake."
703,"5-ed","instructor",86.4,"reward ideas shared (vs kept)."
704,"5-ed","answers",86,"answers"
705,"5-ed","answers",87,"which lines from this book would you [bet on][how to read], written"
706,"5-ed","answers",87,"as-is, or revised for you?"
707,"5-ed","answers",88,"assign 100 dollars (total) to those lines according to their"
708,"5-ed","answers",88,"relative impact, and you are an ibc student; an author of shared"
709,"5-ed","answers",88,"truth."
710,"5-ed","answers",89,"suppose a representative set of ppl did the same thing. here's a"
711,"5-ed","answers",89,"game to help imagine."
712,"5-ed","answers",89.1,"each student's bets go to a general pool."
713,"5-ed","answers",89.2,"when bets on a line reach a critical mass, the pool of sub-par"
714,"5-ed","answers",89,"bets is split among winners."
715,"5-ed","answers",89.3,"cash is divided."
716,"5-ed","answers",89.4,"also, points are recorded, to incentivize a deeper purpose:"
717,"5-ed","answers",89.5,"a game, where the prize is"
718,"5-ed","answers",89.6,"the collective revision and authorship of this book."
719,"5-ed","answers",89.7,"after x wins, your name appears on the title."
720,"5-ed","answers",89.8,"high scores are on the acknowledgements page."
721,"5-ed","answers",89.9,"this is the process and meaning of reader and writer; bound"
722,"5-ed","answers",89,"directly to material and action, irl."
723,"5-ed","answers",90,"whereas the exchange of money incentivizes the revision of truth,"
724,"5-ed","answers",90,"the content itself would be the premise to the next book, [the"
725,"5-ed","answers",90,"answerword][the answerword]."
726,"6-words",NA,NA,"---"
727,"6-words",NA,NA,"editor_options:"
728,"6-words",NA,NA,"markdown:"
729,"6-words",NA,NA,"wrap: 72"
730,"6-words",NA,NA,"---"
731,"6-words",NA,NA,"# words"
732,"6-words","cognition",NA,"cognition"
733,"6-words","cognition",1,"words describe the world and its conditions."
734,"6-words","cognition",2,"this chapter is about problems and answers regarding the act of"
735,"6-words","cognition",2,"describing, itself:"
736,"6-words","cognition",2.1,"words said do not usually reflect what ppl want or need."
737,"6-words","cognition",2.2,"by engaging the gap between words and reality, you increase"
738,"6-words","cognition",2,"self-awareness (bet)."
739,"6-words","cognition",2.3,"better words mean more practical understanding and expectations,"
740,"6-words","cognition",2,"more complete desires, and"
741,"6-words","cognition",2.4,"the capacity to make a concrete plan for achieving your goals."
742,"6-words","cognition",2.5,"this will include healthier comm and rltps."
743,"6-words","cognition",2.6,"a community with better words has clearer idea sharing,"
744,"6-words","cognition",2,"synthesizing, developing, teaching and learning."
745,"6-words","problem",2,"problem"
746,"6-words","problem",3,"speaking your mind is difficult to do accurately."
747,"6-words","problem",4,"a memory system dealing with language is tasked to translate"
748,"6-words","problem",4,"thoughts into the right words from tens of thousands. it is prone to"
749,"6-words","problem",4,"inaccuracies."
750,"6-words","problem",5,"similarly, a listener focused on comprehending, is not likely to"
751,"6-words","problem",5,"monitor all the incidental priming effects of words on a memory"
752,"6-words","problem",5,"system."
753,"6-words","problem",6,"words said and heard impact both parties' beliefs and behaviors."
754,"6-words","problem",7,"saying words or hearing and understanding a word is a very small"
755,"6-words","problem",7,"physical action, to describe real actions and consequences."
756,"6-words","problem",8,"the issue is that words can be more and less right, more and less"
757,"6-words","problem",8,"helpful, and without intervention, it is very difficult to know how"
758,"6-words","problem",8,"much this is true in any example of word use."
759,"6-words","problem",9,"bad words keep chud expensive and waste time."
760,"6-words","problem",10,"the cost of an individual word is tiny, but we say tens of thousands"
761,"6-words","problem",10,"per day (levelt)."
762,"6-words","bet",10,"bet"
763,"6-words","bet",11,"a good general bet about words is to begin assuming every word is a"
764,"6-words","bet",11,"bet on hypotheticals, which can be true (reality) or false"
765,"6-words","bet",11,"(fantasy)."
766,"6-words","bet",12,"a plan is a bet on a winning arrangement of words that result in the"
767,"6-words","bet",12,"goal."
768,"6-words","bet",13,"reading, thinking, saying, and writing a word perpetuates that"
769,"6-words","bet",13,"word's idea over others, either moving you toward a goal, or your"
770,"6-words","bet",13,"habit."
771,"6-words","simulation",13,"simulation"
772,"6-words","simulation",14,"words efficiently simulate possible worlds. you can think through"
773,"6-words","simulation",14,"far more situations with words, than you can (or should) act out."
774,"6-words","simulation",15,"your goals can be described in words, and words can be easily"
775,"6-words","simulation",15,"crossed out and revised."
776,"6-words","simulation",16,"good words maximize productivity of thought, move you beyond"
777,"6-words","simulation",16,"pitfalls of chud, direct attention to pris, and predict reality;"
778,"6-words","simulation",16,"improve decisions and make you smarter."
779,"6-words","simulation",17,"by thinking about all words you experience (lib), you can take"
780,"6-words","simulation",17,"control to limit your word use toward more productive ones,"
781,"6-words","simulation",17,"improving read and write decisions, increasing focus and time for"
782,"6-words","simulation",17,"goals."
783,"6-words","simulation",18,"sim (f-act) is the act of iterating between write and read, to evoke"
784,"6-words","simulation",18,"and name the optimal, held bet. tour sim is not constrained by irl,"
785,"6-words","simulation",18,"but your picture of irl, and your sim goal is to capture the picture"
786,"6-words","simulation",18,"true to your chud estimate."
787,"6-words","""it""",18,"""it"""
788,"6-words","""it""",19,"it caused you to name in the first place. this cause is ""it""."
789,"6-words","""it""",19,"good-ref is giving the best name for our desired comm."
790,"6-words","""it""",20,"for example, take these background facts, which contains the basis"
791,"6-words","""it""",20,"of our desired ref."
792,"6-words","""it""",20.1,"i woke at 8:30am"
793,"6-words","""it""",20.2,"i wanted to sleep until 9:30am."
794,"6-words","""it""",20.3,"in my 9:00am appointment with you, as you are talking, i yawn."
795,"6-words","""it""",20.4,"you say, ""i must be boring you."""
796,"6-words","""it""",20.5,"i want to hear what you were going to say (comm-pri)."
797,"6-words","""it""",21,"each of these (below) are slightly different refs based on the facts"
798,"6-words","""it""",21,"(above), ranked by good-ref:"
799,"6-words","""it""",21.1,"you're not, please continue."
800,"6-words","""it""",21.2,"no, i'm tired."
801,"6-words","""it""",21.3,"no, i woke early."
802,"6-words","""it""",21.4,"don't make assumptions."
803,"6-words","""it""",21.5,"i'm not."
804,"6-words","""it""",21.6,"""i woke at 8:30am, but wanted to sleep until 9:30am, so i think"
805,"6-words","""it""",21,"i yawned because i am tired."""
806,"6-words","""it""",21.7,"""i yawned because i am tired. i can see why you thought i was"
807,"6-words","""it""",21,"bored, and i'm sorry."""
808,"6-words","""it""",21.8,"[nothing]"
809,"6-words","""it""",22,"all of the refs above combined suggest the ""it"" you want to convey."
810,"6-words","""it""",23,"a good-ref is the one that uses truth to focus and advance the"
811,"6-words","""it""",23,"comm-pri."
812,"6-words","""it""",24,"below are the ref attributes that make each choice unique (and less"
813,"6-words","""it""",24,"good)."
814,"6-words","""it""",25,"give a simple reason to return to the comm-pri (example 1 above)."
815,"6-words","""it""",26,"does not add to comm-pri nor return to it. 3-'early' may not be"
816,"6-words","""it""",26,"true."
817,"6-words","""it""",27,"focus on others' mistake and issue a command."
818,"6-words","""it""",28,"begs the question."
819,"6-words","""it""",29,"focus on the distraction."
820,"6-words","""it""",30,"focus on the distraction and makes the same kind of ref which the"
821,"6-words","""it""",30,"other did and which caused the confusion."
822,"6-words","""it""",31,"this can be anywhere in the list including 1, depending on what you"
823,"6-words","""it""",31,"do or say next."
824,"6-words","""it""",31,"-   1: you or the other return to comm-pri without ever returning to"
825,"6-words","""it""",31,"this interruption."
826,"6-words","""it""",31,"-   4: it reduces the number of words said before returning to"
827,"6-words","""it""",31,"comm-pri."
828,"6-words","""it""",31,"-   8: the distraction is remembered, and mentioned again, later."
829,"6-words","""it""",32,"let this characterize the problem and approach, and i will end with"
830,"6-words","""it""",32,"a few primary objectives, besides."
831,"6-words","""it""",32.1,"good-ref is a plain idea or link."
832,"6-words","""it""",32.2,"if ""good-ref"", the idea, crosses your mind while considering"
833,"6-words","""it""",32,"what to say, likely that it is a link."
834,"6-words","""it""",32.3,"decide and say ref within a few seconds, rather than thinking"
835,"6-words","""it""",32,"more, unless the bet is obvious and worthwhile."
836,"6-words","""it""",32.4,"best-ref is possible, but requires extra thinking to know the"
837,"6-words","""it""",32,"valuable cause. this is not practical, so we go for conservative"
838,"6-words","""it""",32,"good-ref."
839,"6-words","""it""",32.5,"in use, this means quickly name the relevant links, and estimate"
840,"6-words","""it""",32,"the central or critical link between them."
841,"6-words","""it""",33,"in our example of the facts, above,"
842,"6-words","""it""",33.1,"1 is not obvious and adds little to 3."
843,"6-words","""it""",33.2,"5 is the comm-pri, and 4 is the cause, but not it in what you"
844,"6-words","""it""",33,"say."
845,"6-words","""it""",33.3,"2 and 3 are it, and specifically, the link between them."
846,"6-words","""it""",34,"unless you are a recruit, to go any further will usually not be"
847,"6-words","""it""",34,"worth the cost. to go further is to specify what kind of link is"
848,"6-words","""it""",34,"between the two. want is hype, etc."
849,"6-words","""it""",35,"good-ref is ""new"" vs given."
850,"6-words","write-plan",35,"write-plan"
851,"6-words","write-plan",36,"speak, write, initiate or respond only in limited duration and words"
852,"6-words","write-plan",36,"dictated by intended outcome."
853,"6-words","write-plan",37,"use words empirically, with a comparison group (vs) and quantity in"
854,"6-words","write-plan",37,"mind."
855,"6-words","write-plan",38,"ideas are more important than authorship."
856,"6-words","write-plan",39,"do not use a word that is more of a lie."
857,"6-words","write-plan",40,"say the truth or be quiet."
858,"6-words","write-plan",41,"use words for decisions, not emotions."
859,"6-words","write-plan",42,"use words to facilitate pris. do not write plans you won't follow."
860,"6-words","write-plan",43,"stop talking when action (or listening) is needed."
861,"6-words","read-plan",43,"read-plan"
862,"6-words","read-plan",46,"listen / read when you need to learn / connect."
863,"6-words","read-plan",47,"limit duration/words needed to assess consent."
864,"6-words","read-plan",48,"distrust ego, and take nothing personally"
865,"6-words","read-plan",49,"investigate the empirical cake of words."
866,"6-words","read-plan",50,"revise to believe, and revise plans into ones you'd follow."
867,"6-words","read-plan",51,"remove / ignore style."
868,"6-words","read-plan",52,"assert boundaries against exaggerated words or unreliable ones."
869,"6-words","types",52,"types"
