ch_name,ch_i,h_i,l_i,i,l_id,word,fn,x,id,group
bet,4,7,53,4.7.53,256,Unknowns are all that are fully out of your control (analogous to statistical 'error').,def,NA,24,unknown
bet,4,7,54,4.7.54,257,"For example, a train might stop you from arriving on time.",example,NA,24,unknown
bet,4,7,55,4.7.55,258,Unknowns are reduced by estimating causes of failure.,def,NA,24,unknown
bet,4,7,56,4.7.56,259,For example:,example,NA,24,unknown
bet,4,7,56.1,4.7.56.1,260,"I will die, but not know how or when. the cause is unknown.",def,is,24,unknown
bet,4,7,56.2,4.7.56.2,261,"I will die due to a natural disaster or cancer. the cause is named, and the unknown is pushed to those things' underlying causes.",def,is,24,unknown
bet,4,8,57,4.8.57,262,Doubts are misperceptions caused or perpetuated by your habit.,def,NA,25,doubt
bet,4,8,58,4.8.58,263,"Like costs, doubts are the patterns of unknown.",def,NA,25,doubt
bet,4,8,59,4.8.59,264,Doubt is any systematic error that is possible to be addressed by another human of equal ability and resources.,def,NA,25,doubt
bet,4,8,60,4.8.60,265,"For example, ""self-fulfilled prophesies"", irrational fear or anxiety.",example,NA,25,doubt
bet,4,8,61,4.8.61,266,Good doubts temper an optimistic plan.,def,NA,25,doubt
bet,4,8,62,4.8.62,267,"Otherwise (bad) doubts: fuel bad habits and fantasies. like fear, anxiety, and jealousy, reflect overestimations. like narrow-mindedness, reflect underestimations. like distraction and boredom can be: anxiety about your future. discomfort toward present reality or distrust in your past.",def,NA,25,doubt
bet,4,8,63,4.8.63,268,"Most of these issues, if deep enough, require therapy.",def,NA,25,doubt
bet,4,8,64,4.8.64,269,Or the [intellectual bootcamp].,def,NA,25,doubt
ed,5,1,1,5.1.1,270,"A classroom is a special case of market and work; the direct and shared exchange of mental work, for the purpose of improving individual pris.",def,NA,26,the classroom
ed,5,1,2,5.1.2,271,No one chose to be born. everyone begins life with their own unnamed and unanswered problems.,def,NA,26,the classroom
ed,5,1,3,5.1.3,272,Books are an author's answers; they can only tell a student what the answer is not (quite).,def,NA,26,the classroom
ed,5,1,4,5.1.4,273,"Instead of teaching how to read between the lines, let the student define the problem through their reality and life goals.",plan,NA,26,the classroom
ed,5,1,5,5.1.5,274,Let them write the plan and teach them only what is needed to succeed.,def,is,26,the classroom
ed,5,1,6,5.1.6,275,"Imagine a perfect course exists, designed to teach you to fulfill your specific ambitions.",example,imagine,26,the classroom
ed,5,1,7,5.1.7,276,"Every aspect of what you need to know, that is known and communicable, is the only thing written.",def,is,26,the classroom
ed,5,1,8,5.1.8,277,"Everything that cannot be known but must be discovered or practiced, is laid out as a set of instructions, described in the words that maximize the learning opportunity, and your progress.",def,NA,26,the classroom
ed,5,1,9,5.1.9,278,"Rather than a course in a classroom, the perfect class is a manual to reference as you live your life, or at least until you've internalized its contents:",plan,NA,26,the classroom
ed,5,1,10,5.1.10,279,"When to take a break to strategize your decisions, lessons on what opportunities to watch for and resist, and so on.",def,NA,26,the classroom
ed,5,1,11,5.1.11,280,"Any social role you wish to take on, artist, engineer, therapist, insurance salesperson, reliable partner, is customized intimately, curated perfectly for what you need.",def,NA,26,the classroom
ed,5,1,12,5.1.12,281,Any rltp or interpersonal skill that is realistically possible for you is preceded with the guidance and education that prepares you emotionally to choose the right experiences that set you up to be most likely to find and make the most of opportunities to share yourself with another.,def,is,26,the classroom
ed,5,2,13,5.2.13,282,Is there a better version of you?,plan,NA,27,prompt
ed,5,2,14,5.2.14,283,Are you capable of moving toward it?,plan,NA,27,prompt
ed,5,2,15,5.2.15,284,Are you ready?,plan,NA,27,prompt
ed,5,2,16,5.2.16,285,"If your answers are yes, then you are a student. to live a better life, you will commit to change your actions.",def,NA,27,prompt
ed,5,2,17,5.2.17,286,"First, you will learn what changes are needed.",def,NA,27,prompt
ed,5,3,18,5.3.18,287,This is a boot camp whose purpose is,def,NA,28,admissions
ed,5,3,18.1,5.3.18.1,288,"To train adults to think harder, clearer and more effectively.",plan,game,28,admissions
ed,5,3,18.2,5.3.18.2,289,To produce intelligent solutions for personal and social puzzles.,plan,game,28,admissions
ed,5,3,18.3,5.3.18.3,290,To have a higher cognitive discipline.,plan,NA,28,admissions
ed,5,3,18.4,5.3.18.4,291,"To instill shared cake about reason, thinking and discourse.",plan,NA,28,admissions
ed,5,3,18.5,5.3.18.5,292,To empower.,plan,NA,28,admissions
ed,5,3,19,5.3.19,293,"It is a training program designed to break down bad habits of thought, and build good ones while immersed here, a culture of rational thinking isolated from the outside world.",def,NA,28,admissions
ed,5,4,20,5.4.20,294,"Here you will relentlessly confront your ideas about the world, with instructors drilling intellectual skills (writing essays, arguing for ideas, and developing proposals for action).",plan,NA,29,challenge
ed,5,4,21,5.4.21,295,"You will be trained to move toward your goals with focus, even in the face of perceptual, physical, or emotional distractions.",plan,NA,29,challenge
ed,5,4,22,5.4.22,296,"Over time, students could expect to cultivate a sharper focus on cognitive objectives, resilience to distractions and challenges.",example,could,29,challenge
ed,5,4,23,5.4.23,297,"If you graduate, it will be with the ability to identify, develop, and communicate ideal critical, rational arguments, positions or plans (orally or written) given the available knowledge, finite time, and resources at hand (reference material, teamwork).",plan,NA,29,challenge
ed,5,4,24,5.4.24,298,"You will also learn a code of behavior for being a community leader,",plan,NA,29,challenge
ed,5,4,25,5.4.25,299,Collaborating or competing with an irrational world.,plan,NA,29,challenge
ed,5,4,26,5.4.26,300,The central requirement for applicants will be a commitment to better understand the self and world.,plan,NA,29,challenge
ed,5,5,27,5.5.27,301,Students are ppl with ideas from experience toward selfish goals.,def,NA,30,student
ed,5,5,28,5.5.28,302,Lessons depend on students' prior knowledge.,plan,NA,30,student
ed,5,5,29,5.5.29,303,A student,def,role,30,student
ed,5,5,29.1,5.5.29.1,304,Has a goal that can be better named and planned.,def,can could,30,student
ed,5,5,29.2,5.5.29.2,305,Requires time away from betting.,def,role,30,student
ed,5,5,29.3,5.5.29.3,306,Admits not knowing but capable.,def,role,30,student
ed,5,5,30,5.5.30,307,"Students learn to represent their knowledge in words; to prefer better, alternative words. a student sees the impersonal as more reliable both for selfish goals and social ones.",def,role,30,student
ed,5,5,31,5.5.31,308,"A bad student studies to avoid action, or for its own sake.",def,role,30,student
ed,5,5,32,5.5.32,309,A student writes ideas and goals to their instructor.,def,role,30,student
ed,5,5,33,5.5.33,310,Your goal is clear. you want:,def,is,30,student
ed,5,5,33.1,5.5.33.1,311,The strength needed to take the right steps and make a habit of,def,role,30,student
ed,5,5,33.2,5.5.33.2,312,"Keen eyes to estimate the destination and correct course, and",def,role,30,student
ed,5,5,33.3,5.5.33.3,313,A focused mind to steady the foot.,def,role,30,student
ed,5,6,34,5.6.34,314,This is an in-person immersive experience.,def,NA,31,consent
ed,5,6,35,5.6.35,315,"You only really learn what you need to know to be who you really want. you won't learn unless you cannot escape needing it; in a dedicated environment that fosters acquisition, minimizes interference.",plan,NA,31,consent
ed,5,6,36,5.6.36,316,"Whether you're here for the 7- or 30-day experience, you will work hard every minute.",plan,NA,31,consent
ed,5,6,37,5.6.37,317,"For every minute of lesson on my time, students are to provide two minutes of writing, either toward others' learning or in direct application toward their goal.",def,NA,31,consent
ed,5,7,38,5.7.38,318,Dedicate to identity growth. be:,plan,NA,32,course
ed,5,7,38.1,5.7.38.1,319,"Quiet, except when tasks require verbal response.",plan,NA,32,course
ed,5,7,38.2,5.7.38.2,320,Receptive to work and feedback provided by the instructor.,plan,NA,32,course
ed,5,7,38.3,5.7.38.3,321,"Committed to producing genuinely inspired ideas, working",plan,NA,32,course
ed,5,7,38.4,5.7.38.4,322,"Respectful that all are equal in voice, and aim to describe",def,NA,32,course
ed,5,7,38.5,5.7.38.5,323,Receptive and responsive to prompts and observations (from peers,plan,NA,32,course
ed,5,7,38.6,5.7.38.6,324,"Motivated to describe solutions that benefit others, when",plan,NA,32,course
ed,5,7,39,5.7.39,325,Learn:,plan,NA,32,course
ed,5,7,39.1,5.7.39.1,326,Precisely and only what is needed to trust a clear picture of,def,is,32,course
ed,5,7,39.2,5.7.39.2,327,"First, how to make a plan, a map of who you are, and who you",def,NA,32,course
ed,5,7,39.3,5.7.39.3,328,"Repeat part one of this book, until your plan is good enough to",def,is,32,course
ed,5,7,40,5.7.40,329,"This will be the beginning of change, and the first test of your commitment.",plan,NA,32,course
ed,5,7,41,5.7.41,330,Your performance is evaluated simply: whether or not you,def,is,32,course
ed,5,7,42,5.7.42,331,"End up eating, sleeping, thinking, talking, and acting differently.",plan,NA,32,course
ed,5,8,43,5.8.43,332,"Think, student.",plan,NA,33,think
ed,5,8,44,5.8.44,333,"Do not take notes, simply pay attention.",plan,NA,33,think
ed,5,8,45,5.8.45,334,Everything i say is meant plainly.,def,is,33,think
ed,5,8,46,5.8.46,335,"If you get confused, forget it, and pay attention to right now.",plan,NA,33,think
ed,5,8,47,5.8.47,336,Our goal here is thinking. thinking happens in your heads.,def,is,33,think
ed,5,8,48,5.8.48,337,Right now your job is to think about the truth you see in what i say.,def,is,33,think
ed,5,8,49,5.8.49,338,A student has two roles to think in: reader and writer.,plan,NA,33,think
ed,5,9,50,5.9.50,339,"Read, student.",plan,NA,34,read
ed,5,9,51,5.9.51,340,A reader is a listener and observer.,def,NA,34,read
ed,5,9,52,5.9.52,341,"Reading is the same as listening to an instructor,",def,is,34,read
ed,5,9,53,5.9.53,342,"Except that the speaking pace doesn't determine how fast you have to think, or remind you to",def,NA,34,read
ed,5,9,54,5.9.54,343,Pay attention!,plan,NA,34,read
ed,5,9,54.1,5.9.54.1,344,"Your attention cannot be trusted on its own,",plan,NA,34,read
ed,5,9,54.2,5.9.54.2,345,So lose distractions,plan,NA,34,read
ed,5,9,54.3,5.9.54.3,346,Like your smart phone.,plan,NA,34,read
ed,5,9,54.4,5.9.54.4,347,"You will befriend the simplest scientific instrument, a clock.",plan,NA,34,read
ed,5,9,54.5,5.9.54.5,348,The clock is a cue to think.,def,NA,34,read
ed,5,9,54.6,5.9.54.6,349,"When it goes off, get back on task.",plan,NA,34,read
ed,5,9,54.7,5.9.54.7,350,The clock will babysit your unreliable attention.,plan,NA,34,read
ed,5,10,55,5.10.55,351,Your goal in reading is to isolate the truth from the lie.,def,is,35,truth
ed,5,10,55.1,5.10.55.1,352,Try reading this sentence:,plan,NA,35,truth
ed,5,10,55.2,5.10.55.2,353,"""Everyone is best off running weekly until they die.""",def,is,35,truth
ed,5,10,55.3,5.10.55.3,354,"You're thinking, ""this can't be true for everyone, so it's a",example,NA,35,truth
ed,5,10,55.4,5.10.55.4,355,Not so fast.,example,NA,35,truth
ed,5,10,55.5,5.10.55.5,356,"There are many components to this idea, and likely many that you",def,NA,35,truth
ed,5,10,55.6,5.10.55.6,357,Often a lie becomes true just by changing the pronouns in the,plan,NA,35,truth
ed,5,10,55.7,5.10.55.7,358,"Consider this revision: ""i am best off running weekly until i",example,NA,35,truth
ed,5,10,55.8,5.10.55.8,359,Perhaps now the words are more truthful to you.,def,NA,35,truth
ed,5,10,56,5.10.56,360,Doing this makes a clear relationship between your belief and the author's.,plan,NA,35,truth
ed,5,10,57,5.10.57,361,Becoming smart is the discipline of understanding how you relate to others.,def,is,35,truth
ed,5,10,58,5.10.58,362,"When reading, dismiss only what you fully believe is an intentional lie.",plan,NA,35,truth
ed,5,10,59,5.10.59,363,"More generally, read to assess your bet on the words reflecting truth.",plan,NA,35,truth
ed,5,10,60,5.10.60,364,"Whether to a single word, a line, chapter, or book.",plan,NA,35,truth
ed,5,10,61,5.10.61,365,"Assign weights (0 to 9) to what you read, to complete this prompt:",plan,NA,35,truth
ed,5,10,62,5.10.62,366,I bet this is true for:,plan,is,35,truth
ed,5,10,62.1,5.10.62.1,367,0 = not even the author.,plan,NA,35,truth
ed,5,10,62.2,5.10.62.2,368,1 = only the author.,plan,NA,35,truth
ed,5,10,62.3,5.10.62.3,369,"2 = the author, me, and a few others.",plan,NA,35,truth
ed,5,10,62.4,5.10.62.4,370,3 = us and 30% of everyone else.,plan,NA,35,truth
ed,5,10,62.5,5.10.62.5,371,9 = us and about 90% of everyone else.,plan,NA,35,truth
ed,5,10,63,5.10.63,372,"For every assertion and assumption you read, begin assuming it is a ""9"", working backwards according to evidence you hold.",plan,NA,35,truth
ed,5,11,64,5.11.64,373,"The following mini lesson illustrates the risk at hand--involuntary comprehension, and the benefit at stake from deliberate reading.",def,NA,36,lesson
ed,5,11,65,5.11.65,374,"Consider the following quote, ""change your thoughts to change your life.""",plan,example,36,lesson
ed,5,11,66,5.11.66,375,Comprehension is involuntary.,def,is,36,lesson
ed,5,11,66.1,5.11.66.1,376,You cannot help but recognize meaning when you read.,plan,NA,36,lesson
ed,5,11,66.2,5.11.66.2,377,This means that you likely thought the quote was largely,plan,NA,36,lesson
ed,5,11,67,5.11.67,378,"Reading as proposed here, is strongly voluntary.",def,is,36,lesson
ed,5,11,68,5.11.68,379,"For example, reread the quote, this time assuming it is reasonable, serious, and valuable.",example,plan,36,lesson
ed,5,11,69,5.11.69,380,"The statement is the core assumption to this book, and any psychological theory.",def,is,36,lesson
ed,5,11,70,5.11.70,381,"For example, freud's talk therapy was, in his time, the radical idea that words could fix ppl.",example,NA,36,lesson
ed,5,11,71,5.11.71,382,"Therefore, do not waste the opportunity to consider a truth that could change your life by failing to entertain a simple assumption.",plan,NA,36,lesson
ed,5,12,72,5.12.72,383,How will your life look if you put it on paper? Like a bunch of words.,plan,NA,37,say
ed,5,12,73,5.12.73,384,"How do you change it? By deleting the words with lies, and replacing them with better words.",plan,NA,37,say
ed,5,12,74,5.12.74,385,"The right words will change your actions and your life. to live a better life, starts with your words.",plan,NA,37,say
ed,5,12,75,5.12.75,386,"In order to do something about thoughts, we need to think on paper. [you'll write a lot. you'll delete a lot. you'll get good at writing.]",plan,NA,37,say
ed,5,13,76,5.13.76,387,Bet on words. a writer invests time and energy to map feelings onto words.,plan,NA,38,write
ed,5,13,77,5.13.77,388,"Good writing is discovering, curating, and applying insight. bad writing has an author; ad hominem.",def,is,38,write
ed,5,13,78,5.13.78,389,"Revisions also make you a writer. when you revise words (yours or others') to maximize your bet, you are a writer.",def,NA,38,write
ed,5,13,79,5.13.79,390,"Separate thought and self (author), by betting explicitly.",plan,NA,38,write
ed,5,13,80,5.13.80,391,"State your assumptions, do not justify them. -is-style-bad",plan,NA,38,write
ed,5,13,81,5.13.81,392,"Replace ""i am."" with tag words.",plan,NA,38,write
ed,5,13,82,5.13.82,393,"Strive for comm-content and brevity; write only valuable bets, or words that manifest valuable bets. prioritize understanding over original writing.",plan,NA,38,write
ed,5,13,83,5.13.83,394,"Writing for lib-ppl, relatable, depersonalized, objective words, minimizes rot, maximizes plan utility.",plan,NA,38,write
ed,5,14,84,5.14.84,395,"I am an instructor, a guardian of true ideas and writer of a general plan (this book).",example,NA,39,instructor
ed,5,14,85,5.14.85,396,"An instructor reads, and enforces bets on links toward a plan.",def,role,39,instructor
ed,5,14,86,5.14.86,397,My goals are to,def,role,39,instructor
ed,5,14,86.1,5.14.86.1,398,Minimize student effort and time to write.,def,role,39,instructor
ed,5,14,86.2,5.14.86.2,399,"Read for cognitive biases, illogical appeals, and imprecise",def,role,39,instructor
ed,5,14,86.3,5.14.86.3,400,"Reward arguments based on (truth:) reality, self, and cake.",def,role,39,instructor
ed,5,14,86.4,5.14.86.4,401,Reward ideas shared (vs kept).,def,role,39,instructor
ed,5,15,87,5.15.87,402,"Which lines from this book would you [bet on][how to read], written as-is, or revised for you?",plan,NA,40,answers
ed,5,15,88,5.15.88,403,"Assign 100 dollars (total) to those lines according to their relative impact, and you are an ibc student; an author of shared truth.",plan,NA,40,answers
ed,5,15,89,5.15.89,404,Suppose a representative set of ppl did the same thing. here's a game to help imagine.,example,imagine,40,answers
ed,5,15,89.1,5.15.89.1,405,Each student's bets go to a general pool.,plan,NA,40,answers
ed,5,15,89.2,5.15.89.2,406,"When bets on a line reach a critical mass, the pool of sub-par bets is split among winners.",plan,game,40,answers
ed,5,15,89.3,5.15.89.3,407,Cash is divided.,plan,game,40,answers
ed,5,15,89.4,5.15.89.4,408,"Also, points are recorded, to incentivize a deeper purpose:",plan,game,40,answers
ed,5,15,89.5,5.15.89.5,409,"A game, where the prize is",plan,game,40,answers
ed,5,15,89.6,5.15.89.6,410,The collective revision and authorship of this book.,plan,game,40,answers
ed,5,15,89.7,5.15.89.7,411,"After x wins, your name appears on the title.",plan,game,40,answers
ed,5,15,89.8,5.15.89.8,412,High scores are on the acknowledgements page.,plan,game,40,answers
ed,5,15,89.9,5.15.89.9,413,"This is the process and meaning of reader and writer; bound directly to material and action, irl.",def,is,40,answers
ed,5,15,90,5.15.90,414,"Whereas the exchange of money incentivizes the revision of truth, the content itself would be the premise to the next book, [the answerword][the answerword].",def,is,40,answers
word,6,0,6,6.0.0,415,# Words,NA,NA,NA,NA
word,6,1,1,6.1.1,416,Words describe the world and its conditions.,def,is,41,cognition
word,6,1,2,6.1.2,417,"This chapter is about problems and answers regarding the act of describing, itself:",def,NA,41,cognition
word,6,1,2.1,6.1.2.1,418,Words said do not usually reflect what ppl want or need.,def,NA,41,cognition
word,6,1,2.2,6.1.2.2,419,"By engaging the gap between words and reality, you increase",def,NA,41,cognition
word,6,1,2.3,6.1.2.3,420,"Better words mean more practical understanding and expectations,",def,NA,41,cognition
word,6,1,2.4,6.1.2.4,421,The capacity to make a concrete plan for achieving your goals.,def,NA,41,cognition
word,6,1,2.5,6.1.2.5,422,This will include healthier comm and rltps.,def,NA,41,cognition
word,6,1,2.6,6.1.2.6,423,"A community with better words has clearer idea sharing,",def,NA,41,cognition
word,6,2,3,6.2.3,424,Speaking your mind is difficult to do accurately.,def,is,42,problem
word,6,2,4,6.2.4,425,A memory system dealing with language is tasked to translate thoughts into the right words from tens of thousands. it is prone to inaccuracies.,def,is,42,problem
word,6,2,5,6.2.5,426,"Similarly, a listener focused on comprehending, is not likely to monitor all the incidental priming effects of words on a memory system.",def,is,42,problem
word,6,2,6,6.2.6,427,Words said and heard impact both parties' beliefs and behaviors.,def,NA,42,problem
word,6,2,7,6.2.7,428,"Saying words or hearing and understanding a word is a very small physical action, to describe real actions and consequences.",def,NA,42,problem
word,6,2,8,6.2.8,429,"The issue is that words can be more and less right, more and less helpful, and without intervention, it is very difficult to know how much this is true in any example of word use.",def,is,42,problem
word,6,2,9,6.2.9,430,Bad words keep chud expensive and waste time.,def,NA,42,problem
word,6,2,10,6.2.10,431,"The cost of an individual word is tiny, but we say tens of thousands per day (levelt).",def,is,42,problem
word,6,3,11,6.3.11,432,"A good general bet about words is to begin assuming every word is a bet on hypotheticals, which can be true (reality) or false (fantasy).",def,NA,43,bet
word,6,3,12,6.3.12,433,A plan is a bet on a winning arrangement of words that result in the goal.,def,NA,43,bet
word,6,3,13,6.3.13,434,"Reading, thinking, saying, and writing a word perpetuates that word's idea over others, either moving you toward a goal, or your habit.",def,NA,43,bet
word,6,4,14,6.4.14,435,"Words efficiently simulate possible worlds. you can think through far more situations with words, than you can (or should) act out.",def,NA,44,simulation
word,6,4,15,6.4.15,436,"Your goals can be described in words, and words can be easily crossed out and revised.",def,can could,44,simulation
word,6,4,16,6.4.16,437,"Good words maximize productivity of thought, move you beyond pitfalls of chud, direct attention to pris, and predict reality; improve decisions and make you smarter.",def,NA,44,simulation
word,6,4,17,6.4.17,438,"By thinking about all words you experience (lib), you can take control to limit your word use toward more productive ones, improving read and write decisions, increasing focus and time for goals.",def,NA,44,simulation
word,6,4,18,6.4.18,439,"Sim (f-act) is the act of iterating between write and read, to evoke and name the optimal, held bet. tour sim is not constrained by irl, but your picture of irl, and your sim goal is to capture the picture true to your chud estimate.",def,is,44,simulation
word,6,5,19,6.5.19,440,"It caused you to name in the first place. this cause is ""it"". good-ref is giving the best name for our desired comm.",def,is,45,"""it"""
word,6,5,20,6.5.20,441,"For example, take these background facts, which contains the basis of our desired ref.",example,NA,45,"""it"""
word,6,5,20.1,6.5.20.1,442,I woke at 8:30am,example,NA,45,"""it"""
word,6,5,20.2,6.5.20.2,443,I wanted to sleep until 9:30am.,example,NA,45,"""it"""
word,6,5,20.3,6.5.20.3,444,"In my 9:00am appointment with you, as you are talking, i yawn.",example,NA,45,"""it"""
word,6,5,20.4,6.5.20.4,445,"You say, ""i must be boring you.""",example,NA,45,"""it"""
word,6,5,20.5,6.5.20.5,446,I want to hear what you were going to say (comm-pri).,example,NA,45,"""it"""
word,6,5,21,6.5.21,447,"Each of these (below) are slightly different refs based on the facts (above), ranked by good-ref:",example,NA,45,"""it"""
word,6,5,21.1,6.5.21.1,448,"You're not, please continue.",example,NA,45,"""it"""
word,6,5,21.2,6.5.21.2,449,"No, i'm tired.",example,NA,45,"""it"""
word,6,5,21.3,6.5.21.3,450,"No, i woke early.",example,NA,45,"""it"""
word,6,5,21.4,6.5.21.4,451,Don't make assumptions.,example,NA,45,"""it"""
word,6,5,21.5,6.5.21.5,452,I'm not.,example,NA,45,"""it"""
word,6,5,21.6,6.5.21.6,453,"""I woke at 8:30am, but wanted to sleep until 9:30am, so i think",example,NA,45,"""it"""
word,6,5,21.7,6.5.21.7,454,"""I yawned because i am tired. i can see why you thought i was",example,NA,45,"""it"""
word,6,5,21.8,6.5.21.8,455,[Nothing],example,NA,45,"""it"""
word,6,5,22,6.5.22,456,"All of the refs above combined suggest the ""it"" you want to convey.",example,def,45,"""it"""
word,6,5,23,6.5.23,457,A good-ref is the one that uses truth to focus and advance the comm-pri.,example,def,45,"""it"""
word,6,5,24,6.5.24,458,Below are the ref attributes that make each choice unique (and less good).,example,def,45,"""it"""
word,6,5,25,6.5.25,459,Give a simple reason to return to the comm-pri (example 1 above).,example,def,45,"""it"""
word,6,5,26,6.5.26,460,Does not add to comm-pri nor return to it. 3-'early' may not be true.,example,def,45,"""it"""
word,6,5,27,6.5.27,461,Focus on others' mistake and issue a command.,example,def,45,"""it"""
word,6,5,28,6.5.28,462,Begs the question.,example,def,45,"""it"""
word,6,5,29,6.5.29,463,Focus on the distraction.,example,def,45,"""it"""
word,6,5,30,6.5.30,464,Focus on the distraction and makes the same kind of ref which the other did and which caused the confusion.,example,def,45,"""it"""
word,6,5,31,6.5.31,465,"This can be anywhere in the list including 1, depending on what you do or say next. -   1: you or the other return to comm-pri without ever returning to this interruption. -   4: it reduces the number of words said before returning to comm-pri. -   8: the distraction is remembered, and mentioned again, later.",example,def,45,"""it"""
word,6,5,32,6.5.32,466,"Let this characterize the problem and approach, and i will end with a few primary objectives, besides.",example,def,45,"""it"""
word,6,5,32.1,6.5.32.1,467,Good-ref is a plain idea or link.,def,NA,45,"""it"""
word,6,5,32.2,6.5.32.2,468,"If ""good-ref"", the idea, crosses your mind while considering",def,NA,45,"""it"""
word,6,5,32.3,6.5.32.3,469,"Decide and say ref within a few seconds, rather than thinking",def,NA,45,"""it"""
word,6,5,32.4,6.5.32.4,470,"Best-ref is possible, but requires extra thinking to know the",def,is,45,"""it"""
word,6,5,32.5,6.5.32.5,471,"In use, this means quickly name the relevant links, and estimate",def,NA,45,"""it"""
word,6,5,33,6.5.33,472,"In our example of the facts, above,",example,def,45,"""it"""
word,6,5,33.1,6.5.33.1,473,1 is not obvious and adds little to 3.,example,def,45,"""it"""
word,6,5,33.2,6.5.33.2,474,"5 is the comm-pri, and 4 is the cause, but not it in what you",example,def,45,"""it"""
word,6,5,33.3,6.5.33.3,475,"2 and 3 are it, and specifically, the link between them.",example,def,45,"""it"""
word,6,5,34,6.5.34,476,"Unless you are a recruit, to go any further will usually not be worth the cost. to go further is to specify what kind of link is between the two. want is hype, etc.",example,def,45,"""it"""
word,6,5,35,6.5.35,477,"Good-ref is ""new"" vs given.",example,def,45,"""it"""
word,6,6,36,6.6.36,478,"Speak, write, initiate or respond only in limited duration and words dictated by intended outcome.",plan,NA,46,write-plan
word,6,6,37,6.6.37,479,"Use words empirically, with a comparison group (vs) and quantity in mind.",plan,NA,46,write-plan
word,6,6,38,6.6.38,480,Ideas are more important than authorship.,def,NA,46,write-plan
word,6,6,39,6.6.39,481,Do not use a word that is more of a lie.,plan,is,46,write-plan
word,6,6,40,6.6.40,482,Say the truth or be quiet.,plan,NA,46,write-plan
word,6,6,41,6.6.41,483,"Use words for decisions, not emotions.",plan,NA,46,write-plan
word,6,6,42,6.6.42,484,Use words to facilitate pris. do not write plans you won't follow.,plan,NA,46,write-plan
word,6,6,43,6.6.43,485,Stop talking when action (or listening) is needed.,def,is,46,write-plan
word,6,7,46,6.7.46,486,Listen / read when you need to learn / connect.,plan,NA,47,read-plan
word,6,7,47,6.7.47,487,Limit duration/words needed to assess consent.,plan,NA,47,read-plan
word,6,7,48,6.7.48,488,"Distrust ego, and take nothing personally",plan,NA,47,read-plan
word,6,7,49,6.7.49,489,Investigate the empirical cake of words.,plan,NA,47,read-plan
word,6,7,50,6.7.50,490,"Revise to believe, and revise plans into ones you'd follow.",plan,NA,47,read-plan
word,6,7,51,6.7.51,491,Remove / ignore style.,plan,NA,47,read-plan
word,6,7,52,6.7.52,492,Assert boundaries against exaggerated words or unreliable ones.,plan,NA,47,read-plan
word,6,8,47,6.8.47,493,"A description of the kinds of simulation a word can make, and the kinds to prioritize.",def,NA,48,types
word,6,9,45,6.9.45,494,"An example is an individual, particular event or object, of reality.",def,NA,49,example
word,6,9,45.1,6.9.45.1,495,An example with consequence is a use-case.,def,NA,49,example
word,6,9,45.2,6.9.45.2,496,An example in-principle is a hype (hypothetical/hype).,def,NA,49,example
word,6,9,45.3,6.9.45.3,497,"In comm, examples are described per the criteria that might",def,NA,49,example
word,6,9,46,6.9.46,498,Words are one of two types:,def,NA,49,example
word,6,9,46.1,6.9.46.1,499,"Links: words that give relationship between examples, ideas,",def,NA,49,example
word,6,9,46.2,6.9.46.2,500,Ideas: words that refer to examples.,def,NA,49,example
word,6,9,46.3,6.9.46.3,501,An idea is a set of criteria that link examples as similar (vs,def,NA,49,example
word,6,9,46.4,6.9.46.4,502,"The most basic idea classifies examples as a or not-a. ""blue"" is",def,NA,49,example
word,6,9,46.5,6.9.46.5,503,Good ideas group examples in a way that directs attention toward,def,NA,49,example
word,6,9,46.6,6.9.46.6,504,"The right link between ideas is the foundation of every thought,",def,is,49,example
word,6,10,47,6.10.47,505,"Hype vs use-case guides what and if to write. a goal is a named hype. good hype are worthwhile goals, sub-goals, or alt plan actions to consider. don't write hype without a bet.",def,NA,50,hype
word,6,10,48,6.10.48,506,"As all words should be toward pris, there are three general modes of pri words:",def,NA,50,hype
word,6,10,48.1,6.10.48.1,507,H0 = history. habit is to history as action is to doc. good,def,is,50,hype
word,6,10,48.2,6.10.48.2,508,"H1 = plan (pri.txt, proj_doc.txt)",def,NA,50,hype
word,6,10,48.3,6.10.48.3,509,H2 = doubt especially for bet.,def,NA,50,hype
word,6,11,49,6.11.49,510,"Alts are any idea which measurably deviates a plan, and are defined directly with respect to the target idea.",def,NA,51,alternatives
word,6,11,50,6.11.50,511,"For example, bad is an alt to good, as in ""good-vs-bad"".",example,NA,51,alternatives
word,6,11,51,6.11.51,512,"Any other valid modes, if at all, are in support of maximal revision in these primary ones.",def,NA,51,alternatives
word,6,11,52,6.11.52,513,A plan comprises: 1.the decided action 2.the best bet on it,def,NA,51,alternatives
word,6,11,52.3,6.11.52.3,514,Alternative actions 4.the goal 5.the relevant chud,def,NA,51,alternatives
word,6,11,53,6.11.53,515,"Good goals and their plans are supported by uses from your own history (self-h), and next best is norm or others' use or data that generalizes.",def,NA,51,alternatives
word,6,11,54,6.11.54,516,"For example, a plan for a similar goal has previously succeeded.",example,NA,51,alternatives
word,6,12,1,6.12.1,517,Mnemonics are memory aids.,def,NA,52,letters
word,6,12,2,6.12.2,518,"Reducing a word to a letter increases cognitive efficiency, as long as that letter stands for an idea you will frequently encounter.",def,NA,52,letters
word,6,12,3,6.12.3,519,These letters illustrate kinds of word usage (not exhaustive):,def,NA,52,letters
